,car,move
3862,I,-2
3863,I,1
3864,I,-1
3865,J,1
3866,X,-1
3867,X,1
3868,F,-1
3869,H,-1
3870,H,1
3871,X,-1
3872,J,-1
3873,L,-1
3874,L,1
3875,L,-1
3876,G,1
3877,I,2
3878,I,-2
3879,G,-1
3880,X,1
3881,I,2
3882,X,-1
3883,L,-1
3884,L,1
3885,I,-2
3886,G,1
3887,I,2
3888,H,1
3889,L,1
3890,G,1
3891,G,-1
3892,H,-1
3893,G,1
3894,I,-2
3895,B,-1
3896,J,1
3897,J,-1
3898,J,1
3899,C,1
3900,C,-1
3901,B,1
3902,J,-1
3903,B,-1
3904,B,1
3905,C,1
3906,C,-1
3907,A,1
3908,I,2
3909,I,-1
3910,I,-1
3911,G,-1
3912,L,-1
3913,I,2
3914,I,-1
3915,A,-1
3916,I,-1
3917,A,1
3918,A,-1
3919,L,1
3920,B,-1
3921,F,1
3922,J,1
3923,J,-1
3924,I,2
3925,I,-1
3926,B,1
3927,K,-1
3928,I,-1
3929,K,1
3930,A,1
3931,J,1
3932,K,-1
3933,J,-1
3934,I,2
3935,K,1
3936,K,-1
3937,H,1
3938,K,1
3939,F,-1
3940,G,1
3941,G,-1
3942,H,-1
3943,H,1
3944,L,-1
3945,L,1
3946,L,-1
3947,H,-1
3948,A,-1
3949,I,-1
3950,B,-1
3951,I,1
3952,I,-1
3953,L,1
3954,I,-1
3955,F,1
3956,J,1
3957,J,-1
3958,B,1
3959,I,1
3960,F,-1
3961,F,1
3962,G,-1
3963,F,-1
3964,L,-2
3965,L,2
3966,G,1
3967,A,1
3968,G,1
3969,C,1
3970,I,1
3971,I,-2
3972,J,1
3973,A,-1
3974,A,1
3975,A,-1
3976,J,-1
3977,A,1
3978,I,1
3979,A,-1
3980,I,-1
3981,J,1
3982,C,-1
3983,J,-1
3984,G,-1
3985,I,2
3986,I,-1
3987,I,1
3988,I,-2
3989,B,-1
3990,F,1
3991,K,-1
3992,K,1
3993,B,1
3994,I,2
3995,K,-1
3996,K,1
3997,H,1
3998,A,1
3999,A,-1
4000,F,-1
4001,F,2
4002,K,-1
4003,F,-1
4004,H,-1
4005,A,1
4006,I,-1
4007,I,-1
4008,I,2
4009,I,-1
4010,A,-1
4011,I,1
4012,B,-1
4013,I,-1
4014,B,1
4015,I,1
4016,K,1
4017,F,-1
4018,I,-1
4019,A,1
4020,A,-1
4021,F,1
4022,I,-1
4023,G,-1
4024,J,1
4025,F,-1
4026,X,1
4027,H,-1
4028,J,-1
4029,H,1
4030,I,2
4031,H,1
4032,H,-2
4033,H,1
4034,X,-1
4035,G,1
4036,G,1
4037,H,1
4038,G,-1
4039,F,1
4040,B,-1
4041,F,-1
4042,F,2
4043,K,-1
4044,B,1
4045,A,1
4046,K,1
4047,A,-1
4048,A,1
4049,A,-1
4050,F,-2
4051,A,1
4052,E,1
4053,A,-1
4054,L,-1
4055,B,-1
4056,L,1
4057,F,1
4058,D,-1
4059,K,-1
4060,K,1
4061,K,-1
4062,B,1
4063,D,1
4064,D,-1
4065,B,-1
4066,K,1
4067,D,1
4068,K,-1
4069,B,1
4070,E,-1
4071,G,-1
4072,E,1
4073,D,-1
4074,D,1
4075,E,-1
4076,E,1
4077,D,-1
4078,G,1
4079,A,1
4080,A,-1
4081,K,1
4082,D,1
4083,K,-1
4084,G,-1
4085,G,1
4086,D,-1
4087,A,1
4088,K,1
4089,K,-1
4090,A,-1
4091,D,1
4092,E,-1
4093,F,1
4094,B,-1
4095,B,1
4096,F,-1
4097,E,1
4098,G,-1
4099,G,1
4100,K,1
4101,D,-1
4102,F,-1
4103,L,-1
4104,B,-1
4105,B,1
4106,G,-1
4107,X,1
4108,L,1
4109,D,1
4110,F,1
4111,E,-1
4112,F,-1
4113,E,1
4114,X,-1
4115,G,1
4116,E,-1
4117,B,-1
4118,L,-1
4119,B,1
4120,G,-1
4121,H,-1
4122,X,1
4123,X,-1
4124,I,-2
4125,J,1
4126,L,1
4127,G,2
4128,B,-1
4129,J,-1
4130,I,1
4131,C,1
4132,B,1
4133,C,-1
4134,C,1
4135,C,-1
4136,G,-2
4137,G,1
4138,A,1
4139,L,-1
4140,L,1
4141,F,1
4142,K,-1
4143,A,-1
4144,I,-1
4145,I,2
4146,A,1
4147,H,1
4148,H,-1
4149,K,1
4150,F,-1
4151,L,-1
4152,I,-1
4153,I,1
4154,L,1
4155,G,1
4156,C,1
4157,A,-1
4158,A,1
4159,I,-2
4160,A,-1
4161,I,1
4162,A,1
4163,A,-1
4164,A,1
4165,I,1
4166,H,1
4167,H,-1
4168,C,-1
4169,G,-1
4170,F,1
4171,A,-1
4172,K,-1
4173,I,-2
4174,B,-1
4175,I,1
4176,I,-1
4177,I,2
4178,B,1
4179,A,1
4180,K,1
4181,I,-2
4182,F,-1
4183,H,-1
4184,I,1
4185,A,-1
4186,G,-1
4187,I,-1
4188,G,1
4189,I,2
4190,H,2
4191,H,-2
4192,G,-1
4193,I,-2
4194,G,1
4195,A,1
4196,I,2
4197,I,-2
4198,A,-1
4199,G,-1
4200,X,1
4201,J,1
4202,X,-1
4203,J,-1
4204,J,1
4205,J,-1
4206,H,1
4207,I,1
4208,F,1
4209,G,1
4210,I,1
4211,G,-1
4212,X,1
4213,K,-1
4214,I,-2
4215,K,1
4216,I,2
4217,F,-1
4218,F,1
4219,K,-1
4220,K,1
4221,K,-1
4222,X,-1
4223,H,1
4224,X,1
4225,E,1
4226,E,-1
4227,F,1
4228,F,-1
4229,X,-1
4230,K,1
4231,X,1
4232,K,-1
4233,E,1
4234,K,1
4235,E,-1
4236,K,-2
4237,H,-1
4238,H,1
4239,E,1
4240,E,-1
4241,E,1
4242,K,1
4243,K,-1
4244,E,-1
4245,F,1
4246,K,2
4247,F,-2
4248,X,-1
4249,G,2
4250,E,1
4251,A,1
4252,D,-1
4253,C,1
4254,C,-1
4255,C,1
4256,D,1
4257,C,1
4258,C,-1
4259,A,-1
4260,A,1
4261,D,-1
4262,C,-1
4263,G,-1
4264,D,1
4265,E,-1
4266,H,-1
4267,I,-1
4268,G,1
4269,C,1
4270,I,-1
4271,A,-1
4272,J,1
4273,C,-1
4274,J,-1
4275,C,1
4276,J,1
4277,C,-1
4278,C,1
4279,B,-1
4280,J,-1
4281,I,2
4282,C,-1
4283,G,-1
4284,G,1
4285,B,1
4286,H,1
4287,C,1
4288,C,-1
4289,A,1
4290,C,1
4291,E,1
4292,C,1
4293,C,-1
4294,E,-1
4295,C,-1
4296,E,1
4297,D,-2
4298,D,2
4299,C,2
4300,A,-1
4301,C,-1
4302,C,1
4303,B,-1
4304,B,1
4305,B,-1
4306,C,-2
4307,D,-2
4308,D,2
4309,D,-2
4310,B,1
4311,A,1
4312,A,-1
4313,D,2
4314,A,1
4315,D,-2
4316,A,-1
4317,B,-1
4318,D,2
4319,E,-1
4320,B,1
4321,C,1
4322,E,1
4323,A,1
4324,C,1
4325,C,-1
4326,A,-1
4327,B,-1
4328,C,1
4329,B,1
4330,B,-1
4331,C,-1
4332,C,-1
4333,G,-1
4334,B,1
4335,B,-1
4336,F,1
4337,F,-1
4338,B,1
4339,D,-1
4340,A,1
4341,D,1
4342,F,1
4343,A,-1
4344,K,-1
4345,A,1
4346,E,-1
4347,F,1
4348,F,-1
4349,H,-1
4350,I,-2
4351,J,1
4352,K,1
4353,F,-1
4354,G,1
4355,J,-1
4356,J,1
4357,J,-1
4358,C,1
4359,J,1
4360,A,-1
4361,A,1
4362,A,-1
4363,C,-1
4364,B,-1
4365,C,1
4366,C,-1
4367,C,1
4368,J,-1
4369,B,1
4370,J,1
4371,B,-1
4372,C,-1
4373,J,-1
4374,I,2
4375,H,1
4376,H,-1
4377,I,-1
4378,C,1
4379,I,1
4380,I,-1
4381,I,-1
4382,B,1
4383,I,1
4384,A,1
4385,I,1
4386,A,-1
4387,I,-2
4388,A,1
4389,J,1
4390,J,-1
4391,I,2
4392,I,-2
4393,I,1
4394,A,-1
4395,A,1
4396,I,-1
4397,C,-1
4398,A,-1
4399,I,1
4400,G,-1
4401,F,1
4402,G,-1
4403,I,1
4404,I,-2
4405,K,-1
4406,X,1
4407,K,-1
4408,K,2
4409,X,-1
4410,I,2
4411,X,1
4412,K,-2
4413,I,-1
4414,K,1
4415,K,1
4416,K,-1
4417,I,-1
4418,J,1
4419,J,-1
4420,K,1
4421,F,-1
4422,H,-1
4423,J,1
4424,J,-1
4425,H,1
4426,L,-1
4427,X,-1
4428,L,-1
4429,J,-1
4430,J,1
4431,J,-1
4432,I,2
4433,I,-2
4434,J,1
4435,J,-1
4436,I,1
4437,I,1
4438,I,-1
4439,J,1
4440,L,1
4441,I,-1
4442,I,2
4443,I,-1
4444,L,1
4445,I,-1
4446,J,1
4447,G,2
4448,B,-1
4449,J,-1
4450,B,1
4451,A,1
4452,I,1
4453,G,-1
4454,L,-1
4455,L,1
4456,I,1
4457,I,-1
4458,F,1
4459,A,-1
4460,G,-1
4461,F,-1
4462,L,-2
4463,I,1
4464,J,-2
4465,J,1
4466,I,-1
4467,I,1
4468,J,-1
4469,J,1
4470,J,-1
4471,I,-1
4472,J,1
4473,I,-1
4474,J,2
4475,J,-2
4476,J,1
4477,I,2
4478,L,1
4479,L,1
4480,F,1
4481,X,1
4482,K,-2
4483,I,-2
4484,I,1
4485,K,2
4486,K,-2
4487,K,1
4488,I,1
4489,K,1
4490,F,-1
4491,I,-2
4492,J,1
4493,H,-1
4494,H,1
4495,X,-1
4496,G,1
4497,G,-1
4498,G,2
4499,J,-1
4500,B,-1
4501,G,-1
4502,F,1
4503,I,2
4504,K,-1
4505,I,-1
4506,I,-1
4507,I,1
4508,B,1
4509,G,-1
4510,G,1
4511,B,-1
4512,I,1
4513,I,-2
4514,B,1
4515,I,1
4516,B,-1
4517,K,1
4518,F,-1
4519,B,1
4520,I,1
4521,L,-1
4522,G,-1
4523,I,-2
4524,I,1
4525,G,1
4526,A,1
4527,A,-1
4528,I,-1
4529,I,2
4530,A,1
4531,I,-1
4532,I,-1
4533,L,1
4534,I,1
4535,H,-1
4536,I,1
4537,H,1
4538,A,-1
4539,G,1
4540,A,1
4541,I,-1
4542,I,-1
4543,C,1
4544,A,-1
4545,J,1
4546,B,-1
4547,J,-1
4548,J,1
4549,C,-1
4550,G,-1
4551,F,1
4552,B,1
4553,F,-1
4554,B,-1
4555,G,1
4556,G,-1
4557,G,1
4558,B,1
4559,G,-1
4560,H,-1
4561,H,1
4562,F,1
4563,A,1
4564,J,-1
4565,I,1
4566,I,-1
4567,J,1
4568,J,-1
4569,A,-1
4570,K,-1
4571,I,1
4572,B,-1
4573,B,1
4574,K,1
4575,I,-1
4576,B,-1
4577,I,1
4578,F,-1
4579,I,1
4580,H,1
4581,L,-1
4582,L,1
4583,G,1
4584,H,-1
4585,G,-1
4586,I,-2
4587,L,-1
4588,L,1
4589,J,1
4590,J,-1
4591,I,2
4592,I,-2
4593,B,1
4594,G,-1
4595,I,1
4596,H,-1
4597,G,1
4598,G,-1
4599,G,1
4600,I,1
4601,G,-1
4602,X,1
4603,I,-2
4604,H,1
4605,I,1
4606,F,1
4607,X,-1
4608,X,1
4609,X,-1
4610,K,-1
4611,G,1
4612,I,1
4613,I,-2
4614,G,-1
4615,I,1
4616,I,1
4617,I,-1
4618,K,1
4619,I,1
4620,G,1
4621,B,-1
4622,H,1
4623,H,-1
4624,H,1
4625,H,-1
4626,F,-1
4627,I,-1
4628,I,1
4629,I,-1
4630,F,1
4631,K,-1
4632,I,-1
4633,I,1
4634,I,1
4635,I,-2
4636,I,2
4637,K,1
4638,H,1
4639,F,1
4640,F,-2
4641,L,-1
4642,E,1
4643,L,1
4644,B,1
4645,B,-1
4646,B,1
4647,G,1
4648,D,-1
4649,B,-1
4650,B,1
4651,G,-1
4652,G,-1
4653,X,1
4654,X,-1
4655,F,1
4656,G,1
4657,G,-1
4658,K,-1
4659,G,1
4660,G,-1
4661,K,1
4662,D,1
4663,G,1
4664,D,-1
4665,A,1
4666,F,-1
4667,A,-1
4668,G,-1
4669,D,1
4670,F,1
4671,K,-1
4672,G,1
4673,G,-1
4674,X,1
4675,D,-1
4676,K,-1
4677,K,1
4678,X,-1
4679,G,1
4680,K,1
4681,B,-1
4682,D,1
4683,F,-1
4684,E,-1
4685,H,-2
4686,H,2
4687,F,1
4688,F,-1
4689,H,-2
4690,B,1
4691,I,-2
4692,I,2
4693,I,-1
4694,I,1
4695,I,-1
4696,H,1
4697,F,1
4698,K,-1
4699,G,-1
4700,K,1
4701,X,1
4702,I,-1
4703,X,-1
4704,G,1
4705,A,1
4706,A,-1
4707,J,1
4708,K,-1
4709,B,-1
4710,K,1
4711,F,-1
4712,L,-1
4713,B,1
4714,J,-1
4715,I,1
4716,I,1
4717,I,-2
4718,L,1
4719,I,1
4720,G,-1
4721,I,1
4722,X,1
4723,I,-2
4724,I,2
4725,I,-2
4726,H,-1
4727,I,1
4728,X,-1
4729,G,1
4730,H,1
4731,F,1
4732,A,1
4733,I,-1
4734,I,1
4735,K,-1
4736,A,-1
4737,I,-1
4738,I,2
4739,H,1
4740,F,1
4741,A,1
4742,A,-1
4743,B,-1
4744,F,-1
4745,K,1
4746,F,1
4747,B,1
4748,A,1
4749,F,-1
4750,E,1
4751,A,-1
4752,G,-1
4753,F,-1
4754,E,-1
4755,E,1
4756,G,1
4757,B,-1
4758,G,1
4759,B,1
4760,C,1
4761,C,-1
4762,B,-1
4763,B,1
4764,D,-1
4765,A,1
4766,D,1
4767,G,-1
4768,D,-1
4769,G,1
4770,C,1
4771,A,-1
4772,B,-1
4773,B,1
4774,B,-1
4775,C,-1
4776,C,1
4777,C,-1
4778,D,1
4779,C,2
4780,C,-2
4781,C,1
4782,B,1
4783,E,-1
4784,C,-1
4785,H,-1
4786,A,1
4787,C,1
4788,A,-1
4789,C,-1
4790,A,1
4791,C,1
4792,C,-1
4793,C,1
4794,A,-1
4795,B,-1
4796,I,-2
4797,I,2
4798,H,1
4799,C,-1
4800,B,1
4801,G,-2
4802,L,-1
4803,G,1
4804,H,-1
4805,I,-2
4806,J,1
4807,B,-1
4808,J,-1
4809,L,1
4810,H,-1
4811,H,1
4812,I,1
4813,L,-1
4814,I,-1
4815,J,1
4816,J,-1
4817,I,1
4818,B,1
4819,I,-1
4820,I,2
4821,I,-2
4822,J,1
4823,J,-1
4824,I,2
4825,I,-1
4826,G,-1
4827,I,-1
4828,G,1
4829,B,-1
4830,J,1
4831,B,1
4832,B,-1
4833,J,-1
4834,B,1
4835,I,1
4836,I,1
4837,G,-1
4838,L,-1
4839,I,-1
4840,L,1
4841,G,1
4842,A,1
4843,L,1
4844,H,-1
4845,H,1
4846,I,1
4847,L,-1
4848,A,-1
4849,H,1
4850,G,-1
4851,X,1
4852,X,-1
4853,G,1
4854,H,-1
4855,A,1
4856,L,1
4857,H,-1
4858,A,-1
4859,B,-1
4860,H,2
4861,L,-1
4862,B,1
4863,B,-1
4864,L,1
4865,G,1
4866,C,1
4867,E,1
4868,D,-1
4869,D,1
4870,C,-1
4871,D,-1
4872,C,1
4873,C,-1
4874,D,-1
4875,B,1
4876,B,-1
4877,D,1
4878,G,-1
4879,B,1
4880,F,1
4881,F,-1
4882,B,-1
4883,L,-1
4884,L,1
4885,G,1
4886,D,1
4887,D,-2
4888,D,1
4889,G,-1
4890,G,1
4891,D,1
4892,B,1
4893,E,-1
4894,C,1
4895,E,1
4896,D,-1
4897,C,-1
4898,B,-1
4899,C,1
4900,C,-1
4901,B,1
4902,A,1
4903,C,1
4904,C,-1
4905,A,-1
4906,C,1
4907,C,-1
4908,A,1
4909,A,-1
4910,D,1
4911,B,-1
4912,B,1
4913,C,2
4914,C,-1
4915,B,-1
4916,D,-1
4917,D,1
4918,C,1
4919,B,1
4920,C,-1
4921,C,-1
4922,C,1
4923,A,1
4924,D,-1
4925,A,-1
4926,A,1
4927,D,1
4928,D,-1
4929,C,-1
4930,A,-1
4931,G,-1
4932,F,1
4933,K,-1
4934,B,-1
4935,K,1
4936,K,-1
4937,D,1
4938,K,1
4939,K,-1
4940,B,1
4941,K,1
4942,E,-1
4943,B,-1
4944,B,1
4945,K,-1
4946,B,-1
4947,E,1
4948,E,-1
4949,H,-1
4950,H,1
4951,K,1
4952,F,1
4953,F,-1
4954,K,-1
4955,B,1
4956,F,1
4957,B,-1
4958,B,1
4959,G,-1
4960,F,-1
4961,H,-1
4962,X,1
4963,K,-1
4964,H,1
4965,E,1
4966,K,1
4967,K,-1
4968,E,-1
4969,K,2
4970,K,-1
4971,K,1
4972,E,1
4973,F,-1
4974,X,-1
4975,L,-2
4976,J,-1
4977,J,1
4978,L,2
4979,D,-1
4980,X,1
4981,D,1
4982,X,-1
4983,G,2
4984,B,-1
4985,B,1
4986,E,-1
4987,A,1
4988,A,-1
4989,A,1
4990,A,-1
4991,A,1
4992,G,-1
4993,F,1
4994,H,-1
4995,A,-1
4996,F,-1
4997,F,1
4998,B,-1
4999,B,1
5000,I,-2
5001,J,1
5002,J,-1
5003,G,-1
5004,F,-1
5005,F,1
5006,I,2
5007,I,-1
5008,G,1
5009,K,-1
5010,I,-1
5011,J,1
5012,G,-1
5013,J,-1
5014,G,1
5015,J,1
5016,B,-1
5017,K,1
5018,B,1
5019,A,1
5020,A,-1
5021,F,-1
5022,A,1
5023,G,1
5024,J,-1
5025,I,2
5026,A,-1
5027,A,1
5028,I,-1
5029,I,-1
5030,C,1
5031,I,2
5032,I,-1
5033,I,1
5034,C,-1
5035,G,-1
5036,I,-2
5037,I,2
5038,H,1
5039,F,1
5040,E,1
5041,E,-1
5042,E,1
5043,F,-1
5044,G,1
5045,G,-1
5046,D,-1
5047,L,-1
5048,L,1
5049,G,1
5050,D,-1
5051,D,1
5052,C,1
5053,C,-1
5054,C,1
5055,C,-1
5056,G,-1
5057,D,1
5058,G,1
5059,D,-1
5060,D,1
5061,D,-2
5062,D,2
5063,G,-1
5064,F,1
5065,K,-1
5066,K,1
5067,E,-1
5068,K,-1
5069,H,-1
5070,I,-1
5071,A,-1
5072,K,1
5073,A,1
5074,A,-1
5075,K,-1
5076,I,-1
5077,I,1
5078,K,1
5079,F,-1
5080,G,-1
5081,G,1
5082,F,1
5083,I,1
5084,A,1
5085,K,-1
5086,A,-1
5087,G,-1
5088,X,1
5089,H,1
5090,H,-1
5091,I,-1
5092,K,1
5093,K,-1
5094,I,-1
5095,X,-1
5096,I,1
5097,I,-1
5098,I,1
5099,G,1
5100,B,-1
5101,B,1
5102,I,-1
5103,J,1
5104,G,-1
5105,K,1
5106,G,1
5107,F,-1
5108,B,-1
5109,H,-1
5110,B,1
5111,A,1
5112,A,-1
5113,H,1
5114,H,-1
5115,A,1
5116,A,-1
5117,G,-1
5118,H,1
5119,F,1
5120,F,-1
5121,L,-2
5122,L,2
5123,X,1
5124,H,-1
5125,X,-1
5126,H,1
5127,F,1
5128,X,1
5129,F,-1
5130,H,-1
5131,J,-1
5132,I,2
5133,I,-2
5134,J,1
5135,X,-1
5136,H,1
5137,F,1
5138,F,-1
5139,L,-1
5140,L,-1
5141,J,-1
5142,L,1
5143,L,1
5144,G,2
5145,B,-1
5146,I,1
5147,I,1
5148,C,1
5149,B,1
5150,A,1
5151,A,-1
5152,H,1
5153,H,-1
5154,I,-2
5155,C,-1
5156,J,1
5157,J,-1
5158,G,-2
5159,J,1
5160,H,-1
5161,G,1
5162,H,1
5163,H,-1
5164,B,-1
5165,J,-1
5166,I,1
5167,H,1
5168,I,1
5169,I,-1
5170,I,-1
5171,I,1
5172,G,1
5173,C,1
5174,C,-1
5175,I,1
5176,I,-1
5177,B,1
5178,I,1
5179,C,1
5180,C,-1
5181,B,-1
5182,B,1
5183,G,-1
5184,F,1
5185,G,-1
5186,I,-1
5187,G,1
5188,G,-1
5189,G,1
5190,F,-1
5191,A,1
5192,F,1
5193,K,-1
5194,K,1
5195,F,-1
5196,G,1
5197,I,1
5198,G,-1
5199,H,-1
5200,H,1
5201,L,-1
5202,A,-1
5203,G,-1
5204,X,1
5205,L,1
5206,H,-1
5207,I,-2
5208,X,-1
5209,J,1
5210,X,1
5211,J,-1
5212,X,-1
5213,X,1
5214,I,2
5215,X,-1
5216,G,1
5217,H,2
5218,G,-1
5219,H,-1
5220,I,-1
5221,H,-1
5222,X,1
5223,H,1
5224,I,-1
5225,I,2
5226,H,1
5227,H,-2
5228,X,-1
5229,H,2
5230,H,-1
5231,L,-1
5232,G,1
5233,I,-1
5234,A,1
5235,A,-1
5236,G,-1
5237,G,1
5238,I,-1
5239,L,1
5240,L,-1
5241,L,1
5242,I,2
5243,F,1
5244,F,-1
5245,G,-1
5246,L,-2
5247,J,-1
5248,H,1
5249,H,-1
5250,I,-2
5251,I,2
5252,J,-1
5253,I,-2
5254,J,2
5255,L,2
5256,L,-1
5257,J,1
5258,L,-1
5259,J,-1
5260,J,-2
5261,I,1
5262,J,1
5263,J,-1
5264,I,-1
5265,J,3
5266,J,-3
5267,J,3
5268,L,2
5269,X,1
5270,X,-1
5271,L,-1
5272,L,1
5273,J,-1
5274,X,1
5275,J,1
5276,J,-1
5277,L,-1
5278,I,2
5279,I,-2
5280,L,1
5281,L,-1
5282,I,2
5283,L,1
5284,I,-1
5285,F,1
5286,K,-1
5287,K,-1
5288,I,-1
5289,K,2
5290,I,1
5291,F,-1
5292,L,-1
5293,I,1
5294,H,1
5295,E,1
5296,D,-1
5297,L,1
5298,L,-1
5299,X,-1
5300,G,1
5301,D,1
5302,E,-1
5303,L,1
5304,E,1
5305,E,-1
5306,G,1
5307,A,1
5308,H,-1
5309,G,-1
5310,I,-2
5311,I,2
5312,I,-1
5313,I,-1
5314,I,2
5315,I,-2
5316,G,1
5317,J,1
5318,G,-1
5319,H,-1
5320,A,-1
5321,A,1
5322,A,-1
5323,B,-1
5324,H,1
5325,H,-1
5326,B,1
5327,A,1
5328,J,-1
5329,I,2
5330,H,1
5331,A,-1
5332,I,-1
5333,L,-1
5334,I,-1
5335,L,1
5336,F,1
5337,I,1
5338,B,-1
5339,I,1
5340,K,-1
5341,I,-1
5342,K,1
5343,B,1
5344,K,-1
5345,I,1
5346,A,1
5347,K,1
5348,A,-1
5349,I,-1
5350,A,1
5351,I,-1
5352,J,1
5353,J,-1
5354,K,-1
5355,J,1
5356,A,-1
5357,B,-1
5358,B,1
5359,J,-1
5360,B,-1
5361,B,1
5362,A,1
5363,K,1
5364,K,-1
5365,J,1
5366,K,1
5367,K,-1
5368,K,1
5369,F,-1
5370,A,-1
5371,G,-1
5372,F,1
5373,G,1
5374,G,-1
5375,K,-1
5376,G,1
5377,A,1
5378,K,1
5379,J,-1
5380,I,1
5381,F,-1
5382,I,1
5383,G,1
5384,H,1
5385,H,-1
5386,I,-2
5387,G,-1
5388,J,1
5389,F,1
5390,J,-1
5391,J,1
5392,K,-1
5393,J,-1
5394,J,1
5395,A,-1
5396,G,-1
5397,K,1
5398,G,1
5399,B,-1
5400,J,-1
5401,I,1
5402,K,-1
5403,I,-1
5404,K,1
5405,B,1
5406,G,-1
5407,K,-1
5408,K,1
5409,K,-1
5410,I,1
5411,I,1
5412,K,1
5413,F,-1
5414,G,1
5415,G,1
5416,A,1
5417,I,-2
5418,I,1
5419,G,-1
5420,A,-1
5421,I,1
5422,G,1
5423,I,-2
5424,B,-1
5425,J,1
5426,B,1
5427,J,-1
5428,J,1
5429,C,1
5430,C,-1
5431,G,-1
5432,G,1
5433,G,-1
5434,G,1
5435,A,1
5436,J,-1
5437,J,1
5438,J,-1
5439,A,-1
5440,I,2
5441,G,-2
5442,G,1
5443,B,-1
5444,G,1
5445,H,1
5446,C,1
5447,C,-1
5448,B,1
5449,A,1
5450,A,-1
5451,A,1
5452,A,-1
5453,B,-1
5454,E,1
5455,D,-1
5456,D,1
5457,E,-1
5458,C,1
5459,E,1
5460,D,-1
5461,D,1
5462,C,-1
5463,D,-2
5464,B,1
5465,A,1
5466,A,-1
5467,B,-1
5468,D,1
5469,D,-1
5470,D,2
5471,B,1
5472,C,1
5473,A,1
5474,C,1
5475,A,-1
5476,B,-1
5477,C,-1
5478,C,-1
5479,D,-2
5480,B,1
5481,D,1
5482,A,1
5483,G,-1
5484,G,1
5485,D,1
5486,A,-1
5487,D,-1
5488,G,-1
5489,B,-1
5490,B,1
5491,F,1
5492,A,1
5493,F,-1
5494,D,1
5495,G,1
5496,E,-1
5497,H,-1
5498,I,-2
5499,I,1
5500,I,-1
5501,G,-1
5502,L,-1
5503,A,-1
5504,L,1
5505,G,1
5506,I,1
5507,I,-1
5508,I,1
5509,B,-1
5510,I,-1
5511,I,2
5512,H,1
5513,B,1
5514,E,1
5515,B,-1
5516,C,2
5517,C,-1
5518,E,-1
5519,E,1
5520,C,-1
5521,D,-1
5522,G,-1
5523,B,1
5524,F,1
5525,G,-1
5526,X,1
5527,D,1
5528,K,-1
5529,K,1
5530,E,-1
5531,K,-1
5532,K,-1
5533,E,1
5534,E,-1
5535,K,1
5536,X,-1
5537,E,1
5538,K,1
5539,G,1
5540,E,-1
5541,F,1
5542,F,-1
5543,F,-1
5544,E,1
5545,F,1
5546,A,1
5547,E,-1
5548,F,-1
5549,G,1
5550,E,1
5551,C,2
5552,C,-1
5553,A,-1
5554,B,-1
5555,C,1
5556,C,-2
5557,C,1
5558,C,1
5559,C,-1
5560,E,-1
5561,H,-1
5562,I,-1
5563,I,-1
5564,J,1
5565,C,-1
5566,B,1
5567,G,-2
5568,L,-1
5569,L,-1
5570,L,1
5571,L,1
5572,H,-1
5573,X,1
5574,J,-1
5575,I,2
5576,H,2
5577,H,-1
5578,F,1
5579,F,-1
5580,X,-1
5581,I,-1
5582,G,1
5583,I,1
5584,I,-1
5585,B,-1
5586,L,-1
5587,L,1
5588,B,1
5589,H,-1
5590,B,-1
5591,I,1
5592,H,2
5593,B,1
5594,H,-2
5595,H,1
5596,H,-1
5597,G,-1
5598,G,1
5599,H,2
5600,G,-1
5601,G,2
5602,G,-2
5603,H,-1
5604,F,1
5605,G,1
5606,A,1
5607,K,-1
5608,I,-2
5609,I,1
5610,I,-1
5611,I,1
5612,K,1
5613,I,1
5614,I,-1
5615,K,-1
5616,I,1
5617,H,1
5618,K,1
5619,H,-1
5620,A,-1
5621,H,1
5622,K,-1
5623,G,-1
5624,K,1
5625,F,-1
5626,E,1
5627,E,-1
5628,G,2
5629,E,1
5630,C,1
5631,C,1
5632,C,-2
5633,C,1
5634,D,-1
5635,B,-1
5636,D,1
5637,E,-1
5638,E,1
5639,B,1
5640,E,-1
5641,E,1
5642,C,-1
5643,C,2
5644,B,-1
5645,B,1
5646,B,-1
5647,B,1
5648,B,-1
5649,C,-1
5650,D,-1
5651,B,1
5652,D,1
5653,E,-1
5654,C,-1
5655,H,-1
5656,I,-2
5657,A,1
5658,G,-1
5659,L,-1
5660,J,1
5661,J,-1
5662,I,2
5663,A,-1
5664,I,-2
5665,L,1
5666,A,1
5667,A,-1
5668,I,2
5669,A,1
5670,H,-1
5671,A,-1
5672,A,1
5673,H,2
5674,E,1
5675,D,-1
5676,F,1
5677,A,-1
5678,D,1
5679,D,-1
5680,B,-1
5681,F,-1
5682,D,1
5683,L,-1
5684,B,1
5685,A,1
5686,A,-1
5687,G,-1
5688,L,1
5689,D,-1
5690,F,1
5691,G,1
5692,D,1
5693,E,-1
5694,G,-1
5695,K,-1
5696,E,1
5697,D,-1
5698,K,1
5699,X,1
5700,D,1
5701,D,-1
5702,D,1
5703,K,-2
5704,E,-1
5705,E,1
5706,D,-1
5707,D,1
5708,K,2
5709,D,-1
5710,K,-1
5711,K,-1
5712,K,1
5713,K,1
5714,F,-1
5715,L,-1
5716,D,1
5717,D,-1
5718,D,1
5719,L,1
5720,L,-1
5721,E,-1
5722,E,1
5723,D,-1
5724,L,1
5725,D,1
5726,X,-1
